model,task,sample_idx,metric,seq_len_tokens,seq_len_chars,token_entropy,gzip_ratio,unique_token_ratio,question_position,newline_density,score_c0,cr_c0,score_c1,cr_c1,score_c2,cr_c2,score_c3,cr_c3,score_c4,cr_c4,score_c5,cr_c5,best_quality_config,best_quality_score,best_iso_tau_0.99,best_iso_tau_0.95,best_iso_tau_0.90
llama32_3b,gov_report,10,rouge1,6081,32826,8.5808,0.3445,0.2529,0.2857,0.0002,0.334471,1.0,0.271605,32.7315,0.307692,5.4527,0.329966,3.412,0.303887,5.9385,0.360784,5.9385,C5,0.360784,C5,C5,C4
llama32_3b,gov_report,11,rouge1,4186,19201,8.1371,0.3423,0.2121,,0.0004,0.43026,1.0,0.293963,22.5315,0.365039,5.4239,0.418953,3.412,0.295337,4.0879,0.261538,4.0879,C0,0.43026,C0,C3,C3
llama32_3b,gov_report,12,rouge1,6736,38155,8.6379,0.3184,0.2199,,0.0002,0.44389,1.0,0.139942,36.2571,0.357955,5.4471,0.372796,3.412,0.344633,6.5781,0.339066,6.5781,C0,0.44389,C0,C0,C0
llama32_3b,gov_report,13,rouge1,4632,24989,8.109,0.3122,0.2118,,0.0003,0.434783,1.0,0.255193,24.9322,0.431169,5.4137,0.380697,3.412,0.358442,4.5234,0.355091,4.5234,C0,0.434783,C2,C2,C2
llama32_3b,gov_report,14,rouge1,5712,27046,8.6594,0.3681,0.2509,0.9979,0.0003,0.402715,1.0,0.104683,30.7454,0.350962,5.4515,0.400943,3.412,0.277647,5.5781,0.334096,5.5781,C0,0.402715,C3,C3,C3
llama32_3b,gov_report,15,rouge1,5718,30185,8.7252,0.3677,0.2854,0.993,0.0002,0.323944,1.0,0.215517,30.7777,0.264407,5.4351,0.266234,3.412,0.271429,5.584,0.227106,5.584,C0,0.323944,C0,C0,C0
llama32_3b,gov_report,16,rouge1,4218,22425,8.4086,0.3415,0.275,0.9084,0.0003,0.409091,1.0,0.286738,22.7038,0.342183,5.4251,0.410526,3.412,0.358491,4.1191,0.401216,4.1191,C3,0.410526,C3,C5,C5
llama32_3b,gov_report,17,rouge1,18156,95443,8.6124,0.2647,0.1212,0.949,0.0001,0.388451,1.0,0.244776,40.3694,0.348525,5.4407,0.409574,3.412,0.389474,7.3242,0.365591,7.3242,C3,0.409574,C4,C4,C4
llama32_3b,gov_report,18,rouge1,4627,22492,8.203,0.3152,0.2083,,0.0003,0.511041,1.0,0.417582,24.9053,0.512346,5.4405,0.511182,3.412,0.432432,4.5186,0.496552,4.5186,C2,0.512346,C2,C2,C2
llama32_3b,gov_report,19,rouge1,2818,15225,8.2116,0.3663,0.3034,,0.0005,0.384449,1.0,0.167464,15.1681,0.444444,5.3907,0.38512,3.412,0.292906,2.752,0.2954,2.752,C2,0.444444,C2,C2,C2
llama32_3b,hotpotqa,0,f1,11345,54414,9.3786,0.3765,0.2538,0.9998,0.0039,0.333333,1.0,0.333333,40.3694,0.333333,5.4694,0.333333,3.412,0.333333,7.3242,0.333333,7.3242,C0,0.333333,C1,C1,C1
llama32_3b,hotpotqa,1,f1,16253,72455,9.3354,0.3635,0.2117,0.9999,0.003,0.0,1.0,0.0,40.3694,0.0,5.4746,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,hotpotqa,2,f1,11033,48472,9.5235,0.4002,0.2607,0.9998,0.0059,0.4,1.0,0.4,40.3694,1.0,5.4482,0.4,3.412,0.4,7.3242,0.4,7.3242,C2,1.0,C1,C1,C1
llama32_3b,hotpotqa,3,f1,16339,77553,9.7124,0.3832,0.2529,0.9999,0.0046,0.0,1.0,0.0,40.3694,0.0,5.4627,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,hotpotqa,4,f1,16243,80361,8.8794,0.2523,0.1606,0.9999,0.0402,0.0,1.0,0.0,40.3694,0.0,5.4667,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,hotpotqa,5,f1,5046,19649,8.6993,0.4065,0.2782,0.9995,0.0062,1.0,1.0,0.333333,27.1606,1.0,5.4348,1.0,3.412,1.0,4.9277,1.0,4.9277,C0,1.0,C2,C2,C2
llama32_3b,hotpotqa,6,f1,16368,75436,9.4145,0.3785,0.2102,0.9999,0.004,0.0,1.0,0.0,40.3694,0.0,5.4716,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,hotpotqa,7,f1,13519,58965,9.6631,0.3994,0.2516,0.9998,0.005,0.0,1.0,0.0,40.3694,0.0,5.4571,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,hotpotqa,8,f1,9709,42966,9.6744,0.4149,0.3151,0.9998,0.0056,0.08,1.0,0.08,40.3694,0.076923,5.4629,0.08,3.412,0.071429,7.3242,0.071429,7.3242,C0,0.08,C1,C1,C1
llama32_3b,hotpotqa,9,f1,11220,47315,8.8959,0.3591,0.1946,0.9998,0.0066,0.4,1.0,0.4,40.3694,0.4,5.4385,0.4,3.412,0.4,7.3242,0.4,7.3242,C0,0.4,C1,C1,C1
llama32_3b,hotpotqa,10,f1,15466,67481,9.4427,0.393,0.2435,0.9999,0.0047,1.0,1.0,1.0,40.3694,1.0,5.467,1.0,3.412,1.0,7.3242,1.0,7.3242,C0,1.0,C1,C1,C1
llama32_3b,hotpotqa,11,f1,15969,76568,9.4284,0.37,0.2278,0.9999,0.0039,0.0,1.0,0.0,40.3694,0.0,5.4612,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,hotpotqa,12,f1,3507,16166,9.0833,0.4285,0.3884,0.9994,0.0067,0.666667,1.0,0.666667,18.8767,1.0,5.4095,0.666667,3.412,0.666667,3.4248,0.666667,3.4248,C2,1.0,C1,C1,C1
llama32_3b,hotpotqa,13,f1,13481,61276,9.3435,0.3763,0.2268,0.9999,0.0043,0.0,1.0,0.0,40.3694,0.0,5.4484,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,hotpotqa,14,f1,13330,48910,9.6626,0.4153,0.2658,0.9998,0.0082,0.0,1.0,0.0,40.3694,0.0,5.4426,0.0,3.412,0.133333,7.3242,0.133333,7.3242,C4,0.133333,C1,C1,C1
llama32_3b,hotpotqa,15,f1,14429,62696,9.4936,0.3783,0.2263,0.9999,0.0062,1.0,1.0,0.666667,40.3694,1.0,5.4539,0.666667,3.412,1.0,7.3242,1.0,7.3242,C0,1.0,C4,C4,C4
llama32_3b,hotpotqa,16,f1,10884,44633,9.1698,0.3814,0.2242,0.9998,0.0071,1.0,1.0,1.0,40.3694,1.0,5.4618,1.0,3.412,1.0,7.3242,1.0,7.3242,C0,1.0,C1,C1,C1
llama32_3b,hotpotqa,17,f1,15393,72591,9.7743,0.3882,0.2658,0.9999,0.0034,0.0,1.0,0.0,40.3694,0.0,5.469,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,hotpotqa,18,f1,16111,69660,9.2338,0.3726,0.1978,0.9999,0.0033,0.5,1.0,0.8,40.3694,0.5,5.4599,0.5,3.412,0.8,7.3242,0.8,7.3242,C1,0.8,C1,C1,C1
llama32_3b,hotpotqa,19,f1,14628,69032,9.4605,0.3848,0.2467,0.9999,0.004,0.5,1.0,0.5,40.3694,0.5,5.4573,0.5,3.412,0.5,7.3242,0.5,7.3242,C0,0.5,C1,C1,C1
llama32_3b,multi_news,0,rouge1,2662,12628,8.1994,0.3998,0.34,0.8747,0.001,0.271777,1.0,0.235741,14.3285,0.236486,5.3723,0.299363,3.412,0.232558,2.5996,0.245734,2.5996,C3,0.299363,C3,C3,C3
llama32_3b,multi_news,1,rouge1,2973,13328,8.0942,0.3761,0.293,0.69,0.0011,0.414474,1.0,0.078431,16.0024,0.388535,5.3872,0.366102,3.412,0.355872,2.9033,0.309963,2.9033,C0,0.414474,C0,C0,C2
llama32_3b,multi_news,2,rouge1,843,3710,7.5069,0.4417,0.4211,,0.003,0.445255,1.0,0.301075,4.5375,0.47482,5.26,0.394265,3.412,0.445255,1.0,0.445255,1.0,C2,0.47482,C2,C2,C2
llama32_3b,multi_news,3,rouge1,3932,18731,7.3592,0.3172,0.2368,0.9764,0.0006,0.27907,1.0,0.190955,21.1644,0.237037,5.3872,0.332155,3.412,0.267101,3.8398,0.277778,3.8398,C3,0.332155,C5,C4,C4
llama32_3b,multi_news,4,rouge1,2987,13401,8.4979,0.428,0.3525,0.6453,0.001,0.25,1.0,0.204334,16.0778,0.265537,5.3979,0.26703,3.412,0.232955,2.917,0.235955,2.917,C3,0.26703,C2,C2,C2
llama32_3b,multi_news,5,rouge1,3864,18395,8.5728,0.4005,0.3165,0.8686,0.0009,0.255682,1.0,0.191176,20.7983,0.287356,5.417,0.263158,3.412,0.247788,3.7734,0.265432,3.7734,C2,0.287356,C2,C2,C2
llama32_3b,multi_news,6,rouge1,1241,5610,7.9327,0.4419,0.4085,0.7381,0.002,0.256098,1.0,0.186667,6.6798,0.258065,5.3011,0.255452,3.412,0.271605,1.2119,0.263666,1.2119,C4,0.271605,C2,C2,C2
llama32_3b,multi_news,7,rouge1,3825,18745,8.3485,0.3706,0.2897,0.8836,0.0006,0.281967,1.0,0.232877,20.5884,0.300699,5.4105,0.288525,3.412,0.354098,3.7354,0.341637,3.7354,C4,0.354098,C2,C2,C2
llama32_3b,multi_news,8,rouge1,2218,10063,7.8031,0.3696,0.2836,,0.0013,0.397394,1.0,0.176,11.9386,0.393443,5.3561,0.434211,3.412,0.341297,2.166,0.271523,2.166,C3,0.434211,C2,C2,C2
llama32_3b,multi_news,9,rouge1,1153,5082,7.908,0.4583,0.4345,0.9603,0.0022,0.445748,1.0,0.264615,6.2061,0.371257,5.29,0.473988,3.412,0.448864,1.126,0.411268,1.126,C3,0.473988,C3,C3,C3
llama32_3b,multi_news,10,rouge1,7439,34688,9.0028,0.3478,0.2496,,0.0004,0.363636,1.0,0.27907,40.0411,0.339181,5.4518,0.352941,3.412,0.332326,7.2646,0.365385,7.2646,C5,0.365385,C5,C5,C4
llama32_3b,multi_news,11,rouge1,1932,8923,7.747,0.3751,0.3059,,0.0012,0.402985,1.0,0.230159,10.3992,0.346154,5.3467,0.352941,3.412,0.320611,1.8867,0.338462,1.8867,C0,0.402985,C0,C0,C0
llama32_3b,multi_news,12,rouge1,2629,13280,7.8939,0.3243,0.267,,0.001,0.343949,1.0,0.26943,14.1508,0.33887,5.3795,0.397059,3.412,0.378378,2.5674,0.398406,2.5674,C5,0.398406,C3,C2,C2
llama32_3b,multi_news,13,rouge1,2978,14203,7.9905,0.3576,0.2754,,0.0009,0.306569,1.0,0.117647,16.0294,0.330769,5.3886,0.312727,3.412,0.257576,2.9082,0.249027,2.9082,C2,0.330769,C2,C2,C2
llama32_3b,multi_news,14,rouge1,874,3980,7.6021,0.4372,0.4405,,0.0028,0.29703,1.0,0.235294,4.7044,0.306709,5.2556,0.255738,3.412,0.29932,1.0,0.29932,1.0,C2,0.306709,C2,C2,C2
llama32_3b,multi_news,15,rouge1,2736,12552,8.047,0.3785,0.2979,,0.0009,0.408046,1.0,0.264407,14.7268,0.335664,5.3866,0.390244,3.412,0.362319,2.6719,0.318043,2.6719,C0,0.408046,C0,C3,C3
llama32_3b,multi_news,16,rouge1,2044,8902,7.9208,0.4151,0.3283,0.3315,0.0012,0.297143,1.0,0.192982,11.002,0.277027,5.3688,0.340176,3.412,0.235741,1.9961,0.235741,1.9961,C3,0.340176,C3,C3,C2
llama32_3b,multi_news,17,rouge1,1572,7308,8.1072,0.4353,0.4097,,0.0015,0.263345,1.0,0.256604,8.4614,0.2875,5.3278,0.296552,3.412,0.258065,1.5352,0.289474,1.5352,C3,0.296552,C2,C1,C1
llama32_3b,multi_news,18,rouge1,4538,22086,8.4441,0.3711,0.2757,0.9707,0.0005,0.285714,1.0,0.19242,24.4262,0.3375,5.4235,0.314286,3.412,0.277228,4.4316,0.307246,4.4316,C2,0.3375,C2,C2,C2
llama32_3b,multi_news,19,rouge1,1527,6950,7.5228,0.3736,0.298,0.2747,0.0019,0.458904,1.0,0.224,8.2192,0.519856,5.3253,0.4,3.412,0.435424,1.4912,0.413793,1.4912,C2,0.519856,C2,C2,C2
llama32_3b,multifieldqa_en,0,f1,1529,5225,7.6562,0.454,0.3362,0.9983,0.0188,0.75,1.0,0.75,8.23,0.75,5.3311,0.75,3.412,0.75,1.4932,0.75,1.4932,C0,0.75,C1,C1,C1
llama32_3b,multifieldqa_en,1,f1,3037,14071,8.3041,0.3913,0.3112,0.9994,0.0068,1.0,1.0,1.0,16.3469,1.0,5.411,1.0,3.412,1.0,2.9658,1.0,2.9658,C0,1.0,C1,C1,C1
llama32_3b,multifieldqa_en,2,f1,9520,45349,9.0305,0.2622,0.1791,0.9998,0.0015,0.055556,1.0,0.095238,40.3694,0.055556,5.4638,0.055556,3.412,0.052632,7.3242,0.052632,7.3242,C1,0.095238,C1,C1,C1
llama32_3b,multifieldqa_en,3,f1,7393,31608,8.3178,0.3094,0.1658,0.9997,0.003,0.727273,1.0,0.888889,39.7935,0.727273,5.4844,0.727273,3.412,0.727273,7.2197,0.727273,7.2197,C1,0.888889,C1,C1,C1
llama32_3b,multifieldqa_en,4,f1,7479,33949,9.2387,0.3893,0.2805,0.9997,0.0111,0.0,1.0,0.0,40.2564,0.25,5.449,0.0,3.412,0.1,7.3037,0.1,7.3037,C2,0.25,C1,C1,C1
llama32_3b,multifieldqa_en,5,f1,6599,19528,8.42,0.3644,0.177,0.9995,0.0277,0.764706,1.0,0.571429,35.5197,0.571429,5.4377,0.764706,3.412,0.764706,6.4443,0.764706,6.4443,C0,0.764706,C4,C4,C4
llama32_3b,multifieldqa_en,6,f1,6288,20826,8.3493,0.3338,0.1625,0.9996,0.0181,0.392157,1.0,0.782609,33.8457,0.233333,5.4877,0.421053,3.412,0.642857,6.1406,0.642857,6.1406,C1,0.782609,C1,C1,C1
llama32_3b,multifieldqa_en,7,f1,3684,6000,7.881,0.3659,0.1707,,0.0018,1.0,1.0,1.0,19.8295,1.0,5.3909,1.0,3.412,1.0,3.5977,1.0,3.5977,C0,1.0,C1,C1,C1
llama32_3b,multifieldqa_en,8,f1,4463,21852,8.6743,0.3954,0.3079,0.9996,0.0053,0.8,1.0,1.0,24.0225,0.8,5.445,0.8,3.412,0.8,4.3584,0.8,4.3584,C1,1.0,C1,C1,C1
llama32_3b,multifieldqa_en,9,f1,3178,15563,8.257,0.3579,0.2618,0.9994,0.0068,0.0,1.0,0.0,17.1059,0.117647,5.4045,0.0,3.412,0.0,3.1035,0.0,3.1035,C2,0.117647,C1,C1,C1
llama32_3b,multifieldqa_en,10,f1,2108,8995,8.0773,0.4297,0.3283,0.999,0.0073,0.62069,1.0,0.516129,11.3465,0.62069,5.3663,0.62069,3.412,0.62069,2.0586,0.62069,2.0586,C0,0.62069,C2,C2,C2
llama32_3b,multifieldqa_en,11,f1,6202,31240,8.584,0.3354,0.2127,0.9997,0.0046,0.4,1.0,0.384615,33.3828,0.4,5.4663,0.4,3.412,0.4,6.0566,0.4,6.0566,C0,0.4,C4,C1,C1
llama32_3b,multifieldqa_en,12,f1,4972,21982,8.6984,0.3497,0.2548,0.9996,0.0022,0.8,1.0,0.454545,26.7622,0.553191,5.4342,0.8,3.412,0.487805,4.8555,0.709677,4.8555,C0,0.8,C3,C3,C3
llama32_3b,multifieldqa_en,13,f1,14997,56541,8.4065,0.2042,0.0928,0.9998,0.0092,1.0,1.0,1.0,40.3694,1.0,5.4568,1.0,3.412,1.0,7.3242,1.0,7.3242,C0,1.0,C1,C1,C1
llama32_3b,multifieldqa_en,14,f1,3785,14403,9.4641,0.4404,0.3868,0.9994,0.0044,0.0,1.0,0.0,20.3731,0.0,5.4408,0.0,3.412,0.0,3.6963,0.0,3.6963,C0,0.0,C1,C1,C1
llama32_3b,multifieldqa_en,15,f1,9461,42138,9.0572,0.3951,0.2222,0.9998,0.0058,0.0,1.0,0.111111,40.3694,0.0,5.4828,0.0,3.412,0.090909,7.3242,0.090909,7.3242,C1,0.111111,C1,C1,C1
llama32_3b,multifieldqa_en,16,f1,7656,33274,9.3051,0.4012,0.2701,0.9997,0.005,0.0,1.0,0.0,40.3694,0.0,5.4714,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,multifieldqa_en,17,f1,3704,13757,7.6487,0.2999,0.1712,0.9993,0.0118,0.0,1.0,0.0,19.9371,0.0,5.4295,0.0,3.412,0.0,3.6172,0.0,3.6172,C0,0.0,C1,C1,C1
llama32_3b,multifieldqa_en,18,f1,5300,22974,8.4297,0.3478,0.2072,0.9996,0.0047,0.444444,1.0,0.380952,28.5277,0.444444,5.4671,0.444444,3.412,0.666667,5.1758,0.666667,5.1758,C4,0.666667,C2,C2,C2
llama32_3b,multifieldqa_en,19,f1,11048,44441,8.623,0.3246,0.1461,0.9998,0.0038,0.226415,1.0,0.285714,40.3694,0.555556,5.4898,0.285714,3.412,0.285714,7.3242,0.285714,7.3242,C2,0.555556,C1,C1,C1
llama32_3b,narrativeqa,0,f1,31373,127703,9.2856,0.3891,0.1576,0.9999,0.0184,0.344828,1.0,0.454545,40.3694,0.4,5.4611,0.344828,3.412,0.666667,7.3242,0.526316,7.3242,C4,0.666667,C1,C1,C1
llama32_3b,narrativeqa,1,f1,36248,157714,9.5496,0.3887,0.1602,0.9999,0.0198,0.133333,1.0,0.235294,40.3694,0.230769,5.4595,0.133333,3.412,0.193548,7.3242,0.153846,7.3242,C1,0.235294,C1,C1,C1
llama32_3b,narrativeqa,2,f1,13507,56169,9.049,0.4016,0.2137,0.9998,0.0192,0.125,1.0,0.125,40.3694,0.125,5.475,0.125,3.412,0.125,7.3242,0.125,7.3242,C0,0.125,C1,C1,C1
llama32_3b,narrativeqa,3,f1,16516,62691,9.2044,0.424,0.2147,0.9998,0.0201,0.230769,1.0,0.666667,40.3694,0.105263,5.4715,0.4,3.412,0.384615,7.3242,0.384615,7.3242,C1,0.666667,C1,C1,C1
llama32_3b,narrativeqa,4,f1,46708,153856,8.9604,0.3571,0.1214,0.9999,0.0376,0.0,1.0,0.0,40.3694,0.0,5.4601,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,narrativeqa,5,f1,37057,150571,9.2839,0.3741,0.1193,0.9999,0.0201,0.086957,1.0,0.064516,40.3694,0.090909,5.4713,0.086957,3.412,0.173913,7.3242,0.0,7.3242,C4,0.173913,C4,C4,C4
llama32_3b,narrativeqa,6,f1,8050,34101,9.3906,0.4275,0.3063,0.9997,0.0259,0.0,1.0,0.0,40.3694,0.0,5.4465,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,narrativeqa,7,f1,11380,47169,9.3137,0.4168,0.2562,0.9998,0.0211,0.666667,1.0,0.666667,40.3694,0.666667,5.4767,0.666667,3.412,0.666667,7.3242,0.666667,7.3242,C0,0.666667,C1,C1,C1
llama32_3b,narrativeqa,8,f1,36233,157653,9.5497,0.3887,0.1603,0.9999,0.0198,0.5,1.0,0.5,40.3694,0.5,5.4585,0.5,3.412,0.5,7.3242,0.5,7.3242,C0,0.5,C1,C1,C1
llama32_3b,narrativeqa,9,f1,36241,157679,9.5495,0.3887,0.1603,0.9999,0.0198,0.5,1.0,0.181818,40.3694,0.4,5.4589,0.4,3.412,0.5,7.3242,0.5,7.3242,C0,0.5,C4,C4,C4
llama32_3b,narrativeqa,10,f1,38183,133473,8.8186,0.3687,0.1113,0.9999,0.0283,1.0,1.0,0.166667,40.3694,1.0,5.4653,1.0,3.412,1.0,7.3242,1.0,7.3242,C0,1.0,C4,C4,C4
llama32_3b,narrativeqa,11,f1,31372,127699,9.2854,0.3891,0.1575,0.9999,0.0184,1.0,1.0,1.0,40.3694,1.0,5.4609,1.0,3.412,1.0,7.3242,1.0,7.3242,C0,1.0,C1,C1,C1
llama32_3b,narrativeqa,12,f1,11385,47216,9.3161,0.417,0.2566,0.9998,0.0211,0.26087,1.0,0.111111,40.3694,0.258065,5.4767,0.111111,3.412,0.111111,7.3242,0.111111,7.3242,C0,0.26087,C0,C2,C2
llama32_3b,narrativeqa,13,f1,37057,150560,9.2834,0.3741,0.1193,0.9999,0.0201,0.0,1.0,0.0,40.3694,0.0,5.4713,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,narrativeqa,14,f1,31384,127757,9.2851,0.3891,0.1575,0.9999,0.0183,0.0,1.0,0.0,40.3694,0.0,5.4609,0.090909,3.412,0.0,7.3242,0.0,7.3242,C3,0.090909,C1,C1,C1
llama32_3b,narrativeqa,15,f1,37059,150579,9.2837,0.374,0.1193,0.9999,0.0201,0.444444,1.0,0.222222,40.3694,0.083333,5.4712,0.444444,3.412,0.206897,7.3242,0.206897,7.3242,C0,0.444444,C3,C3,C3
llama32_3b,narrativeqa,16,f1,11381,47179,9.3144,0.4169,0.2564,0.9998,0.0211,0.166667,1.0,0.133333,40.3694,0.166667,5.4767,0.166667,3.412,0.166667,7.3242,0.166667,7.3242,C0,0.166667,C4,C4,C4
llama32_3b,narrativeqa,17,f1,8054,34126,9.3898,0.4273,0.3061,0.9997,0.0259,0.25,1.0,1.0,40.3694,0.363636,5.4467,0.444444,3.412,0.444444,7.3242,0.444444,7.3242,C1,1.0,C1,C1,C1
llama32_3b,narrativeqa,18,f1,31418,134613,9.3844,0.3944,0.1648,0.9999,0.019,0.222222,1.0,0.222222,40.3694,0.1,5.4529,0.222222,3.412,0.222222,7.3242,0.222222,7.3242,C0,0.222222,C1,C1,C1
llama32_3b,narrativeqa,19,f1,19113,76470,8.9864,0.3937,0.1785,0.9999,0.0167,0.222222,1.0,0.222222,40.3694,0.222222,5.4505,0.222222,3.412,0.285714,7.3242,0.074074,7.3242,C4,0.285714,C1,C1,C1
llama32_3b,passage_count,0,count_em,15690,66383,8.8233,0.0991,0.0748,0.0041,0.0013,0.0,1.0,0.0,40.3694,0.0,5.4275,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,passage_count,1,count_em,21256,96790,8.488,0.0536,0.0397,0.0028,0.001,1.0,1.0,1.0,40.3694,1.0,5.4169,1.0,3.412,1.0,7.3242,1.0,7.3242,C0,1.0,C1,C1,C1
llama32_3b,passage_count,2,count_em,18536,82313,9.3288,0.2315,0.1262,0.0033,0.0012,0.0,1.0,0.0,40.3694,0.0,5.4389,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,passage_count,3,count_em,17304,81159,9.7033,0.3446,0.2163,0.8755,0.0009,0.0,1.0,0.0,40.3694,0.0,5.4399,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,passage_count,4,count_em,20836,96082,9.6139,0.2716,0.1724,0.0028,0.0011,0.0,1.0,0.0,40.3694,0.0,5.441,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,passage_count,5,count_em,11196,50472,9.4701,0.3389,0.2514,0.7383,0.0014,0.0,1.0,0.0,40.3694,0.0,5.4589,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,passage_count,6,count_em,16511,78503,9.2245,0.2217,0.1368,0.0035,0.001,0.0,1.0,0.0,40.3694,0.0,5.4425,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,passage_count,7,count_em,12868,60783,9.2372,0.2047,0.1543,0.0045,0.0012,0.0,1.0,0.0,40.3694,0.0,5.4373,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,passage_count,8,count_em,17307,79574,8.6588,0.0863,0.0581,0.0034,0.001,0.0,1.0,0.0,40.3694,0.0,5.4254,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,passage_count,9,count_em,11552,54444,8.5926,0.1037,0.0848,0.005,0.001,0.0,1.0,0.0,40.3694,0.0,5.4208,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,passage_count,10,count_em,18085,82268,8.7851,0.1413,0.0849,0.7675,0.0011,0.0,1.0,0.0,40.3694,0.0,5.4315,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,passage_count,11,count_em,12795,58382,9.4539,0.3231,0.2034,0.3194,0.0011,0.0,1.0,0.0,40.3694,0.0,5.448,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,passage_count,12,count_em,9166,40044,8.7163,0.1457,0.1233,0.0068,0.0014,0.0,1.0,0.0,40.3694,0.0,5.421,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,passage_count,13,count_em,17204,73884,8.4383,0.0728,0.0545,0.0037,0.0012,0.0,1.0,0.0,40.3694,0.0,5.4041,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,passage_count,14,count_em,17229,75746,9.6663,0.2807,0.1846,0.9876,0.0013,0.0,1.0,0.0,40.3694,0.0,5.4496,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,passage_count,15,count_em,7714,35076,9.0484,0.2584,0.2092,0.0078,0.0013,0.0,1.0,0.0,40.3694,0.0,5.4303,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,passage_count,16,count_em,11199,53076,9.0566,0.2223,0.182,0.0051,0.0011,0.0,1.0,0.0,40.3694,0.0,5.4357,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,passage_count,17,count_em,16775,73969,8.6787,0.0915,0.0625,0.0037,0.001,0.0,1.0,0.0,40.3694,0.0,5.4248,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,passage_count,18,count_em,17101,75663,9.6157,0.3241,0.1894,0.6176,0.0011,0.0,1.0,0.0,40.3694,0.0,5.442,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,passage_count,19,count_em,15851,72937,9.4437,0.2935,0.1766,0.7509,0.001,0.0,1.0,0.0,40.3694,0.0,5.4347,0.0,3.412,0.0,7.3242,0.0,7.3242,C0,0.0,C1,C1,C1
llama32_3b,qasper,0,f1,3999,20581,8.4397,0.355,0.2751,0.9995,0.0033,0.3,1.0,0.37037,21.525,0.342857,5.417,0.3,3.412,0.352941,3.9053,0.352941,3.9053,C1,0.37037,C1,C1,C1
llama32_3b,qasper,1,f1,4592,22074,8.697,0.3531,0.248,0.9995,0.0028,0.352941,1.0,0.125,24.7169,0.387097,5.44,0.444444,3.412,0.363636,4.4844,0.363636,4.4844,C3,0.444444,C2,C2,C2
llama32_3b,qasper,2,f1,3695,19082,8.4213,0.3517,0.2658,0.9995,0.0018,0.0,1.0,0.086957,19.8887,0.0,5.4228,0.0,3.412,0.0,3.6084,0.0,3.6084,C1,0.086957,C1,C1,C1
llama32_3b,qasper,3,f1,3986,18806,8.7996,0.3728,0.2908,0.9995,0.003,0.227273,1.0,0.0,21.455,0.227273,5.443,0.232558,3.412,0.52,3.8926,0.153846,3.8926,C4,0.52,C2,C2,C2
llama32_3b,qasper,4,f1,6965,34512,8.6029,0.3301,0.2152,0.9997,0.0024,0.243902,1.0,0.25641,37.4898,0.243902,5.4665,0.243902,3.412,0.173913,6.8018,0.285714,6.8018,C5,0.285714,C1,C1,C1
